HSCode,Description,Unit,Quantity,Imports_Value,Imports_Revenue
72171000,"Wire of iron or non-alloy steel,not plated  or coated, whether or not polished",Kg,721704,72380,22545
72172000,"Wire of iron or non-alloy steel,plated or   oated with zinc.",Kg,8745,1474,605
72173000,"Wire of iron or non-alloy steel,plated or   oated with base metals (excl zinc)",Kg,4109,384,1
72179000,"Wire of iron or non-alloy steel, nes  .",Kg,37069,5512,1581
72181000,"Ingots and other primary forms, of stainle  s steel.",Kg,49,249,47
72189900,"Semi-finished products of stainless steel,  es",Kg,4383,984,195
72191200,"Hot-rolled stainless steel, in coils, >=60  mm width & >=475 & <=10mm thickness",Kg,132,78,15
72191300,"Hot-rolled stainless steel, in coils, >=60  mm width & >=3 & <475mm thickness",Kg,5601,1258,235
72191400,"Hot-rolled stainless steel, in coils, >=60  mm width & <3mm thickness",Kg,1485,374,70
72192200,"Hot-rolled stainless steel, uncoiled, >=60  mm width & >=475 & <=10mm thickness",Kg,1513,1943,362
72192300,"Hot-rolled stainless steel, uncoiled, >=60  mm width & >=3 & <475mm thickness",Kg,200,102,19
72193300,"Cold-rolled stainless steel,  >=600mm widt   & >1 & <3mm thickness",Kg,12666,2048,382
72193400,"Cold-rolled stainless steel,  >=600mm widt   & >=05 & <=1mm thickness",Kg,31926,16139,3010
72193500,"Cold-rolled stainless steel,  >=600mm widt   & >05mm thickness",Kg,91,76,14
72199000,"Flat-rolled products of stainless steel, >  600mm wide, nes.",Kg,98435,17014,2682
72201100,"Hot-rolled stainless steel, <600mm width &  >=475mm thickness",Kg,978,426,80
72201200,"Hot-rolled stainless steel, <600mm width &  <475mm thickness",Kg,24,16,3
72202000,"Cold-rolled stainless steel, <600mm width",Kg,988313,199146,30147
72209000,"Flat-rolled products stainless steel, <600  m wide, nes.",Kg,49383,8320,1323
72221100,"Stainless steel bars & rods, not further w  rked than hot-rolled,of circular x-s.",Kg,312,86,21
72221900,"Stainless steel bars & rods, not further w  rked than hot-rolled,not circular x-.",Kg,577,130,32
72222000,"Stainless steel bars & rods, cold-formed/f  nished",Kg,155,74,18
72223000,"Stainless steel bars and rods, nes",Kg,1198,246,60
72224000,"Angles, shapes and sections of stainless s  eel.",Kg,4595,1807,439
72230000,Wire of stainless steel,Kg,11377,2261,496
72249000,"Semi-finished products, of alloy steel (ex  l stainless)",Kg,37,32,8
72253000,"Hot-rolled steel alloys, nes, in coils, >=  00mm wide",Kg,21267419,1860462,400904
72261100,"Flat-rolled products of silicon-electrical  steel, <600mm wide, grain-oriented",Kg,53542,28519,5238
72269900,"Flat-rolled products of other alloy steel,  <600mm wide, nes",Kg,37845,3870,941
72281000,"Bars and rods, of high-speed steel",Kg,1,2,1
72282000,Bars and rods of silico-manganese steel,Kg,29775,3347,662
72283000,"Bars and rods of alloy steel, nes, hot-rol  ed, hot-drawn or extruded",Kg,1402,368,90
72299000,"Wire of alloy steel, nes  .",Kg,18515,3011,770
73011000,"Sheet piling of iron or steel, whether or   ot crilled, punched.",Kg,605,110,27
73012000,"Welded angles, shapes and sections of iron  or steel",Kg,15381,2779,777
73021000,Railway rails of iron or steel,Kg,26300,3293,800
73029000,"Railway track construction material of iro   or steel, etc, nes.",Kg,2003,252,75
73030000,"Tubes, pipes and hollow profiles, of cast   ron.",Kg,2162,483,145
73041100,Line pipe used for oil or gas pipelines of  stainless steel.,Kg,695,280,100
73041900,Other - Line pipe used for oil or gas pipe  ines,Kg,4373,937,334
73042200,Drill pipe of stainless steel used in dril  ing for oil or gas,Kg,44270,18729,6668
73042300,Other drill pipe used in drilling for oil   r gas,Kg,1593,1123,400
73042400,"Other, casing tubing of stainless steel",Kg,360,108,38
73042900,Seamless iron/steel casing or tubing (excl  rill pipe)of a kind used in oil/gas d,Kg,1923,833,297
73043100,"Seamless iron/steel tubes/pipes/profiles,   ircular, cross section, cold-drawna",Kg,648,136,47
73043900,"Seamless iron/steel tubes/pipes/profiles,   ircular, cross section, nes",Kg,6980,1584,564
73044100,"Seamless stainless steel tubes/pipes/profi  es, circular, cross section, cold-dra",Kg,48,13,4
73044900,"Seamless stainless steel tubes/pipes/profi  es, circular, cross section, nes.",Kg,3900,842,300
73045100,"Seamless alloy steel tubes/pipes/profiles,  cold-drawn/rolled",Kg,355,447,156
73049000,Seamless iron/steel tubes/pipes/profiles o   non-circular x-section,Kg,114576,15505,2431
73051100,"Iron/steel line pipe, longitudinally subme  ged arc welded, circular x-section >4",Kg,884410,123661,663
73051200,"Iron/steel line pipe, longitudinally welde  , nes,circular x-section, >4064mm ext",Kg,846364,133861,0
73051900,"Iron/steel line pipe, spirally  welded, ci  cular x-section,>4064mm ext diam.",Kg,350980,56743,567
73053900,"Iron/steel tubes and pipes, spirally welde  , >4064mm external diameter",Kg,158,26,9
73061100,"Line pipe for oil or gas pipelines welded,  of stainless steel",Kg,3852,1333,646
73061900,Other - Line pipe for oil or gas pipelines,Kg,15974,2628,441
73062100,"Cashing & tubing used in drilling for oil   r gas welded, of stainless steel.",Kg,10,14,7
73062900,Other -Cashing & tubing used in drilling f  r oil or gas,Kg,3761,2354,1104
73063000,"Other tubes,pipes&hollow profile, welded,o   circular crosssection,of iron/nonall",Kg,362148,48453,3172
73064000,"Other tubes, pipes&hallow profile, welded,  of circular crosssection, of  stainle",Kg,2257,434,204
73065000,"Other tubes, pipes&hollow profile,welded,   f circular crosssection, of other all",Kg,212,54,25
73066100,"Tube, pipesa, welded, of non ciruclar cros  section of square or rectangular cros",Kg,15206,3469,1627
73069010,Ductile Iron pipe .,Kg,114041,12313,5606
73069090,"Others welded, of non-circular cross-section pipe",Kg,55536,16874,7730
73071100,Cast tube or pipe fittings of non-malleabl   cast iron,Kg,8567,2343,572
73071900,"Cast tube or pipe fittings of iron or stee  , nes",Kg,3844,1448,447
73072100,Flanges of stainless steel,Kg,3860,2332,705
73072200,"Threaded elbows, bends and sleeves of stai  less steel",Kg,1114,594,181
73072300,Butt welding fittings (excl elbows and be n s) of stainless steel,Kg,3804,1147,266
73072900,"Tube or pipe fittings of stainless steel,   es",Kg,24106,10468,2981
73079100,Flanges of iron or steel (excl stainless) .,Kg,17614,5328,1601
73079200,"Threaded elbows, bends and sleeves of iron  or steel (excl stainless)",Kg,20541,6527,1609
73079300,Butt welding fittings of iron or steel (ex  l stainless),Kg,2507,500,157
73079900,"Tube or pipe fittings of iron or steel (ex  l stainless), nes",Kg,44827,22841,3078
73081000,Bridges and bridge-sections of iron or ste  l,Kg,35011,6032,2222
73082000,Towers and lattice masts of iron or steel,Kg,729901,112139,8831
73083000,"Doors, window-frames and thresholds for do  rs of iron or steel.",Kg,73906,17359,3906
73084000,"Equipment for scaffolding,shuttering, prop  ing or pitpropping of iron or steel",Kg,1177,542,196
73089000,"Structures and parts of structures, nes, o   iron or steel",Kg,844312,232565,33734
73090000,"Reservoirs, tanks (excl for gas) of ir on o  steel, >300 l",PCS,234,18913,5143
73101000,"Tanks, casks, drums, cans (excl for ga s) o  iron or steel, 50-300 l.",PCS,4651,1973,576
73102100,"Cans used for preserving food and drink of  iron or steel, <50 l",PCS,4711,1943,458
73102900,"Tanks, casks, drums (excl for gas) of  iron or steel, <50 l.",PCS,1662936,49598,11658
73110010,Containers for compressed or liquefied gas   of iron or steel,PCS,107,5265,1577
73110090,Containers for compressed or liquefied gas   of iron or steel,PCS,832,1684,539
73121000,"Stranded wire, cables of iron or steel, no   electically insulated",Kg,1710625,356191,162135
73129000,"Plaited bands, slings, etc, of iron or ste  l, not electically insulated.",Kg,8279,1942,541
73130000,"Barbed wire and other fencing material, of  iron or steel",Kg,490,50,25
73141200,Woven cloth of stainless steel endless ban  s for machinery.,Kg,102,122,58
73141400,Woven cloth of stainless steel (excl endl e s bands for machinery),Kg,4132,1951,619
73141900,Woven cloth of iron or steel wire (exclen d ess bands or stainless steel),Kg,10986,2573,1331
73142000,"Wire iron/steel grillfencing, welded a t in ersection, mesh>=100cm2, X-section",Kg,13969,1314,134
73143100,"Iron/steel grill, netting & fencing, welde   at intersection,plated or coated wit",Kg,18261,2734,1406
73143900,"Iron/steel grill, netting & fencing, welde   at intersection, nes",Kg,12525,1533,557
73144100,"Iron/steel cloth, grill, netting & fencing   nes, plated or coated with zinc.",Kg,13697,2597,1413
73144900,"Iron/steel cloth, grill, netting & fencing   nes,",Kg,12987,2838,1268
73145000,Expanded metal of iron or steel,Kg,1829,334,167
73151100,Roller chain of iron or steel,Kg,6050,4444,1342
73151200,Articulated link chain (excl roller chain ) of iron or steel,Kg,6300,1477,460
73151900,Parts of articulated link chain of iron or  steel,Kg,1759,871,256
73152000,Skid chain of iron or steel,Kg,11780,3565,1101
73158100,Stud-link chain of iron or steel  .,Kg,1,2,0
73158200,Welded link chain (excl stud-link) of iro n or steel,Kg,95,243,9
73158900,"Chain, nes, of iron or steel  .",Kg,987,240,75
73159000,"Parts of chains, nes, of iron or steel",Kg,2089,982,300
73160000,"Anchors, grapnels and parts thereof, of ir  n or steel",Kg,5071,2231,655
73170000,"Nails, tacks, drawing pins, corrugated nai  s of iron or steel",Kg,103184,14361,7870
73181100,Coach screws of iron or steel,Kg,31880,4136,1230
73181200,Wood screws (excl coach screws) of iron o r steel,Kg,13723,2691,643
73181300,Screw hooks and screw rings of iron or ste  l,Kg,2006,408,120
73181400,Self-tapping screws of iron or steel  .,Kg,143489,27265,7874
73181500,"Screws and bolts of iron or steel, nes",Kg,402121,75964,19801
73181600,Nuts of iron or steel,Kg,51795,11788,3060
73181900,"Threaded articles, nes, of iron or steel  .",Kg,55211,8129,2299
73182100,Spring washers and other lock washers of i  on or steel.,Kg,5598,3002,325
73182200,"Washers of iron or steel, nes",Kg,6468,2349,678
73182300,Rivets of iron or steel,Kg,5373,1516,480
73182400,Cotters and cotter-pins,Kg,2524,1108,323
73182900,"Non-threaded articles, nes, of iron or ste  l",Kg,10842,4258,1252
73194000,Safety pins and other pins,Kg,5856,2087,633
73199000,"Sewing needles, knitting needles, bodkins,  crochet hooks, etc, of iron or steel.",Kg,404,120,22
73201010,springs and leaves for springs of iron or   teel for Rickshaws,Kg,30,16,3
73201090,springs and leaves for spring of iron or s  eel for vehicles other than Rickshaws,Kg,163322,25964,7208
73202000,Helical springs,Kg,402,501,146
73209000,"Springs, nes, of iron or steel",Kg,25506,6745,1864
73211100,"Cooking appliances, plate warmers, for gas  fuel of iron or steel",PCS,37686,32040,7606
73211200,"Cooking appliances, plate warmers, for liq  id fuel of iron or steel.",PCS,3,9,2
73211900,"Other cooking appliances & plate warmers,   ncluding appliances for solid fuel",PCS,556,959,158
73218100,"Appliances,(excl cookers) for gas fuel  or  or both gas and other fuels,of iro",PCS,79,181,44
73218900,"Othe appliances, including appliances for   olid fuel, nes",PCS,1380,339,112
73219000,"Parts of appliances of 732111 to 732189,  o  iron or steel",PCS,399508,15667,2943
73221100,"Radiators, not electrically heated, and pa  ts thereof of cast iron",Kg,1,14,4
73221900,"Radiators, not electrically heated, and pa  ts thereof of iron or steel",Kg,311,105,31
73231000,"Iron or steel wool, pot scourers, scouring  or polishing pads, gloves",Kg,11774,3178,769
73239100,"Table, kitchen or household articles of  ca t iron, not enamelled",Kg,3073,375,90
73239200,"Table, kitchen or household articles of  ca t iron, enamelled",Kg,5755,634,154
73239300,"Table, kitchen or household articles of  st inless steel",Kg,183800,68679,20566
73239400,"Table, kitchen or household articles of  ir n or steel, enamelled",Kg,13169,4038,1495
73239900,"Table, kitchen or household articles of  ir n or steel, nes.",Kg,10272,2179,532
73241000,"Sinks and wash basins, of stainless steel   .",PCS,10387,12081,4193
73242100,Baths of cast iron   .,PCS,4911,426,155
73242900,Baths of iron (excl cast) or steel   .,PCS,157585,13889,5135
73249010,Sanitary ware and parts of sanitary ware o   iron or steel,PCS,46896,5021,2027
73249090,Sanitary ware and parts of sanitary ware o   iron or steel,PCS,130697,40384,14764
73251000,"Articles of non-malleable cast iron, nes  .",Kg,636,980,293
73259100,Grinding balls and similar articles for mi  ls of iron or steel.,Kg,10018,1273,371
73259900,"Cast articles of iron or steel, nes",Kg,27613,5275,1380
73261100,"Grinding balls for mills, forged or sta mpe , of iron or steel",Kg,650,501,107
73261900,"Forged or stamped articles of iron or stee  , nes",Kg,23558,7275,2206
73262000,"Articles of iron or steel wire, nes",Kg,26046,3887,1048
73269000,"Articles of iron or steel, nes   .",Kg,184467,51958,11291
74020000,Unrefined copper; copper anodes for electr  lytic refining,Kg,10,5,1
74032100,"Brass, unwrought  .",Kg,9935,7062,1297
74032900,"Copper (excl master alloys or heading 74 05  nes, unwrought.",Kg,669,962,179
74040000,Copper waste and scrap,Kg,17574,17299,2490
74061000,Copper powders of non-lamellar structure  .,Kg,3,6,1
74071000,"Bars, rods and profiles of refined copper",Kg,2060,2361,438
74072100,"Bars,rods and profiles of brass",Kg,1659,1503,280
74072900,"Bars, rods and profiles of copper alloys,   es",Kg,668,630,118
74081100,"Wire of refined copper, maximum cross-sect  onal dimension >6mm.",Kg,345325,424815,79197
74081900,"Wire of refined copper, maximum cross-sect  onal dimension =<6mm",Kg,171565,184637,34039
74082100,Wire of brass  .,Kg,3690,1379,257
74082900,"Wire of copper alloy, nes",Kg,1923,806,150
74091100,"Plates, sheets and strip, of refined coppe  , in coils, >015mm thick.",Kg,12263,13210,2442
74091900,"Plates, sheets and strip, of refined coppe  , uncoiled, >015mm thick.",Kg,28126,24021,2989
74092100,"Plates, sheets and strip, of brass, in coi  s, >015mm thick.",Kg,91,120,23
74092900,"Plates, sheets and strip, of brass, uncoil  d, >015mm thick.",Kg,134,121,23
74093900,"Plates, sheets and strip, of bronze, uncoi  ed, >015mm thick",Kg,1,1,0
74094000,"Plates, sheets and strip, of cupro-nickel/  ickel silver, >015mm thick",Kg,500,54,10
74099000,"Plates, sheets and strip, of other copper   lloys, nes, >015mm thick.",Kg,46,67,13
74111000,Tubes and pipes of refined copper,Kg,8280,12028,2530
74112100,Tubes and pipes of copper-zinc base alloys  (brass).,Kg,788,925,225
74112900,"Tubes and pipes of copper alloys, nes",Kg,10,23,6
74121000,Tube or pipe fittings of refined copper,Kg,1331,2230,629
74122000,Tube or pipe fittings of copper alloys,Kg,10558,11958,2639
74130000,"Stranded wire, cables, plaited bands & the  like of copper, not electrically insu",Kg,300,29,9
74152100,"Washers of copper, not threaded (including  spring washers).",Kg,35,24,7
74152900,"Non-threaded articles such as rivets, cott  rs, cotter-pins of copper",Kg,10,9,3
74153300,Screws; bolts and nuts of copper  .,Kg,201,433,127
74153900,"Threaded articles of copper, nes  .",Kg,155,351,105
74181000,"Table, kitchen or other household articles  nd parts thereof;pot scourers and sco",Kg,36907,28912,8913
74182000,Sanitary ware and parts thereof of copper,Kg,1359,2173,606
74198000,Other,Kg,2796,2151,643
75021000,"Unwrought nickel, not alloyed",Kg,157,707,172
75022000,Unwrought nickel alloys,Kg,9,16,4
75062000,"Plates, sheets, strip and foil of nickel a  loys",Kg,1,3,1
75071200,Tubes and pipes of nickel alloys  .,Kg,20,133,40
76011000,"Unwrought aluminium, not alloyed  .",Kg,515409,187799,24457
